obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1237663785278374100,16.6149670437495,0.905484413639794,22.39482,20.42639,19.30203,18.84331,18.59336,4263,301,6,226,1686744894141393e3,STAR,-1.382996e-4,1498,52914,534
1237663783120994600,353.91118677791,-0.809342633987294,19.71832,17.52226,16.64274,16.29611,16.12937,4263,301,2,75,353760177599556e4,STAR,-2.916148e-5,3142,54735,88
1237651539798983200,241.942482260174,53.8996249000501,22.33033,21.29062,20.85756,20.65217,20.52828,1412,301,5,367,9081756715033319e3,STAR,-0.001053829,8066,57544,902
1237659324949069800,231.458713025636,49.4560559466901,16.30731,15.27282,14.90691,14.78562,14.76992,3225,301,2,138,2757376772268910600,STAR,-1.697386e-4,2449,54271,174
1237663783138951700,34.9519216276965,-0.646985069500643,22.02081,21.10591,20.85915,20.735,20.66264,4263,301,2,349,2969065749873715e3,STAR,7.880917e-4,2637,54504,246
123766024192426e4,49.8906087850945,0.881335953682333,21.91031,19.53059,18.12343,17.53408,17.18187,3438,301,6,133,465144301513369600,STAR,1.425997e-4,413,51821,537
1.2376654409775841e+018,191.388629235344,29.011315293632,19.40857,18.05482,17.53604,17.39417,17.29673,4649,301,2,63,2766374624148089e3,STAR,-3.578092e-5,2457,54180,140
1237662337332871400,248.571820235171,26.6698805892385,18.08896,17.16127,16.73398,16.54479,16.4635,3926,301,5,155,1586540625556170800,STAR,-0.001017294,1409,52824,537
1237654398616797700,172.298844961004,63.7508710631437,22.44003,21.18463,20.87502,20.73166,20.60564,2078,301,2,65,8008701796947352e3,STAR,7.033854e-6,7113,56711,639
1237662303521931300,248.419630726521,31.7549061522212,24.63466,21.76851,20.29142,18.75093,18.7618,3918,301,6,337,5857049610607155e3,STAR,-3.119103e-5,5202,55824,430
1237663479255204400,325.214240287781,0.168365031661905,19.83236,18.1729,17.44197,17.131710000000002,16.95016,4192,301,4,123,5792849676601678e3,STAR,1.608589e-4,5145,55835,344
1237652947991199700,5.54914465797636,-9.69505081919787,19.62779,17.11389,15.94914,15.51025,15.28278,1740,301,4,59,2152849045113038800,STAR,-8.123422e-5,1912,53293,467
1237662337335362e3,253.15523215512,22.8637350419142,21.05033,19.93135,19.49095,19.31393,19.27954,3926,301,5,193,246690532241391e4,STAR,-3.146576e-4,2191,54621,213
1237670962165318100,42.6261130599067,35.4796386692375,20.0648,18.46624,17.81541,17.5596,17.42763,5934,301,6,174,8167427568968161e3,STAR,-2.6912230000000002e-005,7254,56625,544
1237680296738292200,345.436391805355,20.1203138182024,22.1048,21.43784,21.23156,21.14493,21.02078,8108,301,1,150,689168291160892e4,STAR,0.001720487,6121,56187,180
1237657613412467e3,174.458441576639,58.1474581496025,21.34863,20.17766,20.22355,20.34383,20.45227,2826,301,6,258,3615275952269009e3,STAR,-7.003857e-4,3211,54852,41
1237662195594625300,167.598027605853,41.9285160516703,19.93261,18.84662,18.81263,18.86409,18.91499,3893,301,5,89,3744854223762858e3,STAR,4.335736e-4,3326,54943,404
1237679503250817300,13.6876223002561,19.4601622175573,21.63324,21.33659,21.16207,21.12297,21.49955,7923,301,3,268,6420087806497151e3,STAR,-0.003784762,5702,56221,751
1237659326556078e3,221.461232619848,55.1386198786821,18.8988,17.86301,17.47433,17.33952,17.28006,3225,301,5,83,1309523891017771e3,STAR,-3.89949e-4,1163,52669,372
1237658608219259e3,185.52937487113,59.5888002075099,23.66918,23.46511,22.39133,21.17032,19.55368,3058,301,3,29,9273119303099767e3,STAR,3.160099e-5,8236,58197,755
1237661354316202200,177.62250364415,58.1701564412265,21.04273,19.52524,18.95503,18.77956,18.66335,3697,301,6,63,9275189408180754e3,STAR,-6.38492e-5,8238,58171,94
1237655107831988500,148.078891138939,53.7861439562658,19.58381,18.28595,17.86564,17.72348,17.70876,2243,301,3,198,3568013444428964e3,STAR,-5.741004e-4,3169,54821,133
1237660241925243400,52.1531423044265,0.876761650076479,23.64634,22.78728,21.50735,20.34439,19.71073,3438,301,6,148,801808171210401800,STAR,1.873449e-4,712,52199,609
1237665025447100400,199.264797286054,34.4755174435261,21.86429,19.83029,18.99985,18.66329,18.49299,4552,301,4,179,1154513584240331e4,STAR,-1.75431e-4,10254,58514,575
1237660239778545700,54.0083355794966,-0.838642589877874,18.13814,16.95956,16.49577,16.29699,16.21996,3438,301,2,160,2306973088492841e3,STAR,-1.830605e-4,2049,53350,15
1237670959477293300,40.1040272972934,26.9725047747634,20.06696,18.57968,17.95776,17.69861,17.64614,5934,301,1,118,2749472104842815500,STAR,-1.260427e-4,2442,54065,89
1237663785279488300,19.0401223679651,0.906268471143695,24.68685,22.14884,21.95315,21.7321,21.78202,4263,301,6,243,88677933924423e5,STAR,-6.27057e-4,7876,57002,748
1237650370488435e3,194.881307760703,-2.54481562302681,21.3422,20.54899,20.38496,20.26443,20.11773,1140,301,3,280,4271668732538149e3,STAR,1.392687e-4,3794,55241,16
1237657070088356400,34.1698984268685,-0.580947759113079,19.6679,18.75516,18.37977,18.24448,18.42687,2700,301,2,94,1696761184436381700,STAR,-8.796738e-5,1507,53763,109
1237651190286451e3,138.173938629368,54.8066404411285,22.06908,19.91116,24.62777,22.59427,19.17346,1331,301,2,221,8202322500761442e3,STAR,-3.848644e-5,7285,56991,515
1237660772882776e3,151.010301296165,39.3094742960849,17.11362,16.19877,15.85212,15.7316,15.7132,3562,301,3,29,1526772001610426400,STAR,4.541225e-4,1356,53033,188
1237652946381832400,8.5684420227211,-10.8468870209615,20.51396,19.52502,19.21779,19.09724,19.03867,1740,301,1,78,3495930836568613e3,STAR,-5.011152e-4,3105,54825,42
1237668310016e6,233.485466134277,12.8997765046118,23.2567,21.14757,20.87496,20.65832,20.895,5317,301,2,67,5506986547323623e3,STAR,2.962466e-4,4891,55736,764
1237680331635230200,347.228316064081,27.9605156134526,24.05752,24.07677,22.30442,20.86178,19.76519,8116,301,2,155,8674088315371411e3,STAR,-2.746867e-4,7704,57572,565
1237662224603086800,181.164260935657,39.5841955320706,20.95765,20.09318,19.76489,19.6356,19.77082,3900,301,3,355,2777667982887774e3,STAR,-5.164077e-4,2467,54176,265
1237661360758653400,194.097142993974,46.4713924213671,23.57952,21.49236,21.47872,21.18332,20.67719,3699,301,2,63,7451382162493037e3,STAR,-6.364863e-4,6618,56401,642
1237673706648830200,105.736160551102,40.0525421421723,20.26008,18.3512,17.53136,17.22365,17.03461,6573,301,6,165,3313612286932838400,STAR,-1.880543e-5,2943,54502,323
1237652946385305600,16.6547055336859,-10.8276264795806,17.54833,16.15072,15.59039,15.33673,15.24856,1740,301,1,131,3500447905347641300,STAR,-1.373065e-4,3109,54833,91
1237678597535433e3,318.412859249035,1.96929176447391,24.49783,20.89752,20.11322,19.81318,19.61765,7712,301,4,52,5788461799079959e3,STAR,5.983591e-5,5141,55746,765
1237670457511248600,49.6433505593378,40.9056489596136,21.8569,19.89029,19.20243,18.89394,18.77567,5817,301,2,244,2721320753864665e3,STAR,1.269083e-6,2417,53766,75
1237678920203764e3,357.975546549007,12.9930991056484,19.87098,18.84439,18.61254,18.57294,18.50658,7787,301,5,188,6925560515436763e3,STAR,-3.738515e-4,6151,56265,546
1237667536934207500,151.648052505611,20.4998011831344,18.95061,18.08125,17.84065,17.75573,17.74802,5137,301,2,255,6622782496978524e3,STAR,3.511995e-4,5882,56029,870
1237663655342047700,109.521576578942,38.6713155334529,19.54312,17.59217,16.7408,16.40775,16.22847,4233,301,4,19,3608566457371304e3,STAR,-5.635457e-5,3205,54848,208
1237658206127849700,205.200670517921,49.3530892564089,23.50661,21.42416,19.95808,18.45328,17.64157,2964,301,6,409,8365556273811577e3,STAR,-3.218782e-5,7430,57105,436
1237678618483753e3,342.176042753637,1.94912913055667,18.95498,18.0724,17.694,17.53445,17.46431,7717,301,3,210,4834700603921029e3,STAR,-5.55046e-4,4294,55500,314
1237670965927936300,152.747430249708,17.6688847061473,21.72794,20.98418,20.74298,20.80583,20.45759,5935,301,5,243,6003516106933033e3,STAR,9.649184e-5,5332,55981,792
1237658222212417300,91.9290641627353,0.287202095759599,24.40925,21.78949,20.23735,18.89956,18.25135,2968,301,4,80,1406381550026647600,STAR,1.28221e-4,1249,54484,482
1237679254671524e3,34.5157744735036,-4.14390372621627,21.51089,20.58988,20.09402,20.00152,19.80665,7865,301,4,145,717099762335222e4,STAR,-3.976415e-4,6369,56217,513
1237659930538542e3,17.864956511064,46.2929681266635,20.23871,18.93111,18.41253,18.23905,18.15854,3366,301,2,124,1.6562301474156319e+018,STAR,-3.15899e-4,1471,52883,114
1237661951351587e3,238.999503691831,8.68151449417466,21.59218,19.66406,18.742,18.43423,18.20845,3836,301,6,596,5866200299132443e3,STAR,-2.445349e-4,5210,56003,952
1237678579280576800,332.417220518797,20.7152016757536,17.50413,16.11617,15.5865,15.34328,15.22359,7708,301,2,33,2534455450682812400,STAR,-8.707154e-5,2251,53557,199
1237663787952046300,114.059255554026,45.5663161652091,24.63465,22.04062,22.8941,21.08477,21.43419,4264,301,3,63,9351840749183064e3,STAR,-5.983034e-5,8306,57419,422
1237667211577066800,121.878632067253,14.8529081477958,24.89605,21.68359,20.1266,19.55698,18.17766,5061,301,4,51,2552478098146748400,STAR,7.700799e-5,2267,53713,229
1237673708261212200,144.593572980469,4.45770635942458,16.81289,15.6098,15.17614,15.04015,15.01108,6574,301,1,192,640805310256146400,STAR,-1.338534e-5,569,52264,612
1237658206112514300,152.241395401897,46.3061905817445,20.51355,20.27419,20.48285,20.35733,20.02346,2964,301,6,175,1061834427811784700,STAR,4.185068e-4,943,52376,403
1237654954818208300,256.904992754132,38.8094983807874,23.6335,21.83863,21.55966,21.54393,22.34986,2207,301,6,113,5611600682186725e3,STAR,-9.982766e-4,4984,55827,420
1237678846644781600,322.859800132259,7.59592197741349,21.51546,20.19268,20.0209,20.04381,19.46887,7770,301,4,71,4602816349580056600,STAR,-3.505244e-4,4088,55451,500
1237655499201970700,205.116750480504,-1.98089043070189,25.63065,21.62466,21.31329,21.1818,20.9614,2334,301,4,62,455675560680832e4,STAR,4.655281e-5,4047,55352,868
1237654383585460500,128.877016835102,48.2203167341279,19.7715,18.783,18.40605,18.23786,18.20288,2074,301,6,81,3574836738830475300,STAR,-9.564682e-4,3175,54828,380
1237653665258471700,149.191925247002,2.35421677603058,19.63588,18.30005,17.70289,17.47703,17.37584,1907,301,4,177,3551196963837944e3,STAR,6.684685e-4,3154,54821,395
1237663785276735700,12.7850080021719,0.99342603794908,24.12724,21.45257,19.94864,18.27488,17.33477,4263,301,6,201,1270138559340243e3,STAR,-1.693981e-4,1128,52637,449
1237662195601179e3,187.805572045661,43.1494570845643,23.40889,20.41755,18.87725,17.77873,17.15553,3893,301,5,189,1634971918568286200,STAR,-7.490541e-5,1452,53112,601
1237659326563353300,241.708038119293,44.6920358965247,22.55063,22.01017,21.72238,22.17302,21.50728,3225,301,5,194,6793858810920589e3,STAR,-5.565481e-4,6034,56103,650
1237650794608e6,143.005703530334,-1.07337082313794,23.19431,21.3548,21.04657,20.86774,20.4053,1239,301,1,151,4241440958414346e3,STAR,4.717703e-4,3767,55214,640
1237658424616812800,135.333366873092,5.65731650548903,20.13466,21.12712,20.30551,20.56543,20.27418,3015,301,5,142,134218873187601e4,STAR,4.550025e-4,1192,52649,422
1237654600490025200,150.869980097712,3.42472244578826,19.81903,18.84299,18.72263,18.69811,18.71545,2125,301,2,214,3667154484884250600,STAR,8.606365e-4,3257,54888,358
1237659326026088700,240.283169486532,44.9548554351663,18.99601,18.04287,17.8729,17.80173,17.79796,3225,301,4,188,3902530239422636e3,STAR,-5.725735e-4,3466,54998,586
1237651533872759300,130.39001444467,53.5418500773368,24.77758,21.71502,20.32455,19.59505,19.24228,1411,301,2,52,819317565945311e4,STAR,-7.63826e-5,7277,56748,7
1237657190914326500,20.8705118004032,-0.20724153945729,18.70623,17.02285,16.41301,16.21147,16.13073,2728,301,3,552,1215993383722444800,STAR,-1.459218e-4,1080,52614,78
1237665535464506e3,232.455634135424,22.7964083630339,22.65436,21.03572,20.78135,20.66483,20.33082,4671,301,2,27,4446387184367589400,STAR,-5.992704e-4,3949,55650,758
1237671128056201200,181.351097950752,8.30240488317309,17.66527,16.70098,16.39724,16.29391,16.27658,5973,301,3,140,1827483210066454500,STAR,-4.540593e-5,1623,53089,537
1237663332151591400,90.2463268610928,-0.812826702336205,25.02524,22.09255,20.26344,19.2127,18.61366,4158,301,2,108,1405139651525634e3,STAR,1.282427e-4,1248,54477,60
1237655504570024400,254.851985311471,38.6461210447794,21.28583,20.30011,20.07425,20.03662,20.11255,2335,301,6,52,2468031490672322600,STAR,-5.741389e-4,2192,54232,214
1237669766547177500,8.70373795123282,7.26386246115732,18.964,17.75444,17.23378,17.02387,16.93295,5656,301,3,73,2603135347550349300,STAR,-5.849886e-4,2312,53709,199
1237680306405376500,355.387947129987,27.0566463452405,21.64679,20.83205,20.52685,20.34592,20.58424,8110,301,3,202,8668536881196325e3,STAR,-4.639188e-4,7699,57574,849
1237661362369e6,193.368195424042,47.6647894658204,16.97902,15.81397,15.34643,15.17513,15.10641,3699,301,5,59,3791023267691733e3,STAR,-1.386962e-4,3367,54998,430
1237663458851882200,321.003070070481,0.854216676422077,23.19589,22.56815,20.96958,19.87042,19.21666,4187,301,6,89,4721085043363305e3,STAR,-6.797814e-5,4193,55476,679
1237673705045295600,127.145086151408,42.4349475580854,24.97196,22.13778,21.39977,21.18569,20.97746,6573,301,3,273,4287623200576395300,STAR,4.044543e-5,3808,55513,714
1237670965378613800,124.511973155415,10.2456192000986,21.15584,19.01199,17.58811,16.56047,16.00877,5935,301,4,53,2894786859936803e3,STAR,1.275915e-4,2571,54055,357
1237670457504104400,39.7706035826353,26.8022084158465,19.00515,17.47925,16.86412,16.63038,16.51501,5817,301,2,135,2749505090191649e3,STAR,-4.06489e-4,2442,54065,209
1237679459750379800,15.6194848667967,19.1528677745989,20.84901,20.27244,20.2583,20.18253,20.03851,7913,301,2,56,5769289617309456e3,STAR,1.798715e-4,5124,55894,649
1237657190903579e3,356.314012914386,-0.178104912787989,22.05305,18.91223,17.50662,16.07703,15.3159,2728,301,3,388,1674234651679418400,STAR,-1.557241e-4,1487,52964,78
1237660343398760400,143.02921279276,38.6226930072004,17.20237,16.08191,15.75429,15.66691,15.67815,3462,301,3,223,3629975872926228500,STAR,2.405464e-5,3224,54849,271
1237670961091314200,43.1859060596537,34.4825089677058,19.72387,18.56746,17.97343,17.71948,17.58469,5934,301,4,170,8167470449921645e3,STAR,-3.992319e-4,7254,56625,700
1237651540315144400,143.930608742867,62.5483742950183,21.74706,20.75379,20.42372,20.18456,19.87784,1412,301,6,51,6440298760753142e3,STAR,-4.374e-4,5720,56602,550
1237679317479654e3,2.21779531276553,8.97602870365158,22.12032,21.35314,21.57157,21.49409,21.36519,7880,301,1,57,5107223912703613e3,STAR,1.884428e-4,4536,55857,516
1237680276868105200,353.892067861033,27.1373527497632,25.19601,20.69415,19.83462,19.55715,19.40066,8103,301,4,59,7094541163638839e3,STAR,-6.177037e-4,6301,56543,894
1237657630048780500,131.099161643946,38.0872699484094,20.36491,19.28233,19.02762,18.9214,19.02558,2830,301,5,156,974011210531891200,STAR,-1.272749e-4,865,52323,392
1237669761178994400,318.703229985715,4.05793774675799,23.76208,24.63793,22.23327,20.92202,20.00822,5655,301,1,81,12739734333382e6,STAR,-3.846618e-4,11315,58402,643
1237679503241773600,351.807150315064,19.251045171569,23.16344,21.1433,20.79286,20.44241,19.97402,7923,301,3,130,6895070782214658e3,STAR,-7.667129e-4,6124,56211,217
1237652947990348300,3.6360314365814,-9.72985632034563,25.87077,22.51073,20.97011,18.98351,17.92819,1740,301,4,46,734205522386905100,STAR,4.912098e-5,652,52138,432
1237668335253325e3,247.594400505002,10.8877797153666,24.99961,21.71203,21.47148,21.30532,21.29109,5323,301,1,134,457799872275627e4,STAR,-2.914838e-4,4066,55444,326
1237658206125490200,197.029751600123,50.5320189746108,19.63473,18.62527,18.24656,18.09845,18.05465,2964,301,6,373,3646944636532007e3,STAR,-2.727996e-4,3239,54888,563
1237678661433688600,22.2059155449069,4.43861352648984,22.63088,21.05929,20.7765,20.80602,20.51753,7727,301,3,214,9.865377830015359e+018,STAR,-6.34932e-4,8762,57693,883
1237670959477817600,40.8180654424653,28.0583120316777,21.02645,19.78057,19.20394,18.94852,18.92932,5934,301,1,126,2751707412267297e3,STAR,-2.560988e-4,2444,54082,29
1237664093975150600,134.555772350599,28.7136865784626,18.58541,17.67873,17.37302,17.25967,17.22394,4335,301,5,165,12003388368727857e3,STAR,1.498767e-4,10661,58171,616
1237667536928244e3,137.789425448087,16.8959503511962,17.71542,17.80173,18.22108,18.54942,18.84055,5137,301,2,164,5968485391694846e3,STAR,-0.00013711610000000001,5301,55987,327
1237665024911213300,201.937855367784,33.608464233973,23.03676,21.78457,21.74138,21.84929,21.92142,4552,301,3,194,4483402512859420700,STAR,1.934363e-4,3982,55332,251
1237678617435701200,40.7889358159338,0.906865695560285,19.84405,18.96208,18.74157,18.66689,18.66433,7717,301,1,602,7636044043735292e3,STAR,1.660037e-4,6782,56572,694
1237665025444545e3,192.185200724816,35.0351656633311,24.13677,22.6935,21.2552,19.30039,18.162960000000002,4552,301,4,140,2237274503614851e3,STAR,-8.577931e-6,1987,53765,405
1237661850940866800,210.927519512921,41.7840490159029,25.55951,23.89629,21.24943,20.23928,19.65788,3813,301,3,354,1515479189019453400,STAR,7.037262e-6,1346,52822,65
1237679317478933e3,0.508121533668316,8.9909794951082,22.58471,21.89241,21.40053,21.35725,21.29014,7880,301,1,46,1269700099014e7,STAR,9.13408e-5,11277,58450,828
1237655742949819e3,235.707738583298,4.01690271566388,20.08776,19.24347,18.92439,18.79131,18.80087,2391,301,2,191,5408944194030164e3,STAR,4.679542e-4,4804,55679,440
1237680276868235300,354.108110357705,27.2687162528731,23.60705,20.13502,19.34296,18.99569,19.0943,8103,301,4,61,7334179447095187e3,STAR,-3.795054e-4,6514,56487,245
1237658206125686800,197.835164630652,50.3734832382437,18.60328,17.77286,17.5384,17.44755,17.46991,2964,301,6,376,8368976855509e6,STAR,-8.030944e-4,7433,57166,592
1237673705577972200,114.445976779475,41.1077135818028,23.33565,20.84974,19.47416,18.79951,18.50185,6573,301,4,209,1953448209040828400,STAR,2.41654e-4,1735,53035,43
1237658300056338700,125.051660354797,4.2561010087293,19.93482,18.60402,18.24978,18.10659,18.11883,2986,301,5,44,5361643482187586e3,STAR,2.263536e-4,4762,55888,393
1237662301375234600,248.597430202866,29.2252992860239,22.01293,19.41447,17.96963,16.77902,16.13024,3918,301,2,349,3319264052433152e3,STAR,7.303478e-5,2948,54553,404
1237650371023208400,190.034689434705,-2.23688484126029,21.03815,19.92007,19.35758,19.12564,19.05847,1140,301,4,248,328999422925789e4,STAR,5.693716e-4,2922,54612,417
1237679459217507e3,25.1136341252283,17.8604140653125,21.8448,23.73166,21.6467,20.54698,19.68301,7913,301,1,117,12442536342206e6,STAR,7.31362e-5,11051,58510,787
1237679317482733800,9.22448596762098,9.10086432372511,19.75371,18.77715,18.44416,18.31155,18.25946,7880,301,1,104,511397436393969e4,STAR,-4.594518e-4,4542,55833,498
1237667209985065e3,165.696385627838,27.5214478177774,19.11428,17.95038,18.15441,18.25421,18.42889,5061,301,1,335,3231369092589971500,STAR,-1.922881e-4,2870,54534,132
1237680309623783400,13.8385885325797,31.0597416630143,18.5034,17.57362,17.24661,17.12704,17.04646,8111,301,1,159,8690832786507192e3,STAR,-0.00123914,7719,58082,41
1237678598074859500,324.2591457266,2.627141472718,18.73691,17.71581,17.35007,17.1951,17.12573,7712,301,5,91,1031682659001384e4,STAR,3.825104e-5,9163,58043,748
1237663332149559800,85.5132097283299,-0.706080951069911,18.86858,17.45752,16.63421,16.2303,15.98113,4158,301,2,77,1401752868972685300,STAR,7.381908e-4,1245,53770,27
1237660240312664e3,47.7068251829663,-0.345164646217946,17.81659,16.77014,16.37877,16.22581,16.18434,3438,301,3,118,8168447090655255e3,STAR,5.740644e-4,7255,56597,157
1237663462606111e3,348.061700011655,0.687477957817976,20.42195,19.43652,19.18649,19.05043,18.98112,4188,301,5,30,1234082280184506400,STAR,-0.001030551,1096,52974,349
1237662474763108600,233.17607218268,38.9995065260563,25.3915,24.61046,22.99199,21.66079,19.69434,3958,301,5,22,120935425507593e5,STAR,8.485409e-5,10741,58230,915
1237654400225968400,164.430965428869,64.027754516914,23.7043,21.46578,20.00271,18.71154,18.02875,2078,301,5,43,3244983794716928e3,STAR,-1.437834e-5,2882,54498,510
1237665025449329e3,205.275192762757,33.5940698067432,21.55005,20.55522,20.3383,20.29164,20.46642,4552,301,4,213,11549702113824365e3,STAR,-6.072543e-4,10258,58492,803
1237678858481631500,23.3277738931508,11.3302037192773,23.3622,21.23076,20.54426,19.96513,19.77203,7773,301,2,463,5253510635824896e3,STAR,-8.519168e-5,4666,55832,224
1237655744563511600,242.741016817553,4.46168726609316,19.23577,17.78163,17.10274,16.81638,16.6317,2391,301,5,238,2.4523488881080003e+018,STAR,2.334288e-4,2178,54629,505
1237670961090331e3,42.0485148161401,32.4660193857631,21.8015,18.61152,17.18664,16.54847,16.14959,5934,301,4,155,3614186336648536e3,STAR,3.690221e-5,3210,54876,173
1237657589775335700,145.4937189504,47.2585619769513,22.59135,20.5454,19.10692,18.17493,17.64589,2821,301,2,32,8237321325548689e3,STAR,2.418318e-4,7316,56710,864
1237667782839500800,196.681504452515,22.2574951205607,20.00594,19.02491,18.70819,18.59176,18.57718,5194,301,4,536,6746498446445009e3,STAR,-1.222527e-4,5992,56066,386
1237668332574671600,242.66476370312,9.84251217690166,22.13388,21.41827,21.44947,21.27284,20.90642,5322,301,4,221,5860472393928301e3,STAR,-1.951584e-4,5205,56040,594
1237660241922819e3,46.6218093327415,0.926644456080098,23.14372,23.51273,21.8484,20.46214,19.65934,3438,301,6,111,799491225399879700,STAR,3.804065e-4,710,52203,372
1237661360767893500,221.934816535738,40.2897614050392,18.85503,17.44038,16.89373,16.70182,16.64538,3699,301,2,204,3812438180016267300,STAR,-3.515419e-4,3386,54952,513
1237648720177660400,227.150553076249,-1.02982105778463,23.00905,21.64976,21.4102,21.94964,21.0483,756,301,1,744,4522929680949729300,STAR,-3.213602e-4,4017,55329,690
1237659324959162400,252.424707031376,32.6103386986235,18.97063,17.59733,17.05585,16.84347,16.73233,3225,301,2,292,3918289264722419700,STAR,-2.95466e-4,3480,54999,573
1237666211398091500,282.923764214297,19.7085002886765,21.83502,19.78866,18.74382,18.31384,18.06843,4828,301,5,227,3.1897877637968957e+018,STAR,1.725246e-4,2833,54650,412
1237671123767132200,150.061229294535,14.0885915172472,20.68008,19.75957,19.39258,19.17216,19.33022,5972,301,3,230,5995443492545124e3,STAR,5.477727e-4,5325,55980,96
1237663785277129200,13.7358702486066,0.933769253445207,24.03508,22.5596,21.00423,20.00364,19.36497,4263,301,6,207,8863269731375012e3,STAR,7.64814e-5,7872,57279,675
1237657608571847200,123.954809508677,38.07299827433,24.50456,21.87976,21.5445,21.42856,21.19773,2825,301,5,124,4283171273868335e3,STAR,-6.812865e-5,3804,55267,902
1237673705578562e3,116.208295847862,41.5258287726502,21.58797,21.62312,21.59745,22.00898,21.93153,6573,301,4,218,9333769450024098e3,STAR,-5.608723e-4,8290,57364,215
1237680296738685400,346.479856578346,20.2410049008279,22.25156,21.18612,20.68743,20.37247,20.19968,8108,301,1,156,8570367800044182e3,STAR,5.045438e-5,7612,56972,64
1237657589238727e3,146.671902969938,47.1237268913973,24.1763,21.68364,20.19579,19.13414,18.61995,2821,301,1,36,8228274268980664e3,STAR,1.63273e-4,7308,56709,719
1237651538715213800,201.974537945131,66.4522096296185,20.90801,18.44691,17.28829,16.83425,16.57995,1412,301,3,214,2752876751121049600,STAR,-7.542092e-4,2445,54573,187
